, 형태소,  의미형태,구분신뢰도, 자연어 수,전자파 지수10,전자파(TG),AI 쳇봇 기계학습효율*100%
2020-6-3 14:59, 214.82 , 8.99 , 0.95 ," 1,833.14 ", 1.83 , 1.83 , 183.31 
2020-6-3 15:14, 214.44 , 3.48 , 0.83 , 621.85 , 0.62 , 0.62 , 62.19 
2020-6-3 15:29, 228.70 , 6.41 , 0.87 ," 1,269.59 ", 1.27 , 1.27 , 126.96 
2020-6-3 15:44, 201.09 , 9.94 , 0.85 ," 1,700.05 ", 1.70 , 1.70 , 170.01 
2020-6-3 15:59, 217.94 , 6.36 , 0.95 ," 1,311.48 ", 1.31 , 1.31 , 131.15 
2020-6-3 16:14, 204.45 , 9.47 , 0.89 ," 1,716.97 ", 1.72 , 1.72 , 171.70 
2020-6-3 16:29, 234.55 , 8.20 , 0.83 ," 1,594.45 ", 1.59 , 1.59 , 159.44 
2020-6-3 16:44, 231.86 , 8.55 , 0.92 ," 1,822.80 ", 1.82 , 1.82 , 182.28 
2020-6-3 16:59, 235.65 , 9.99 , 0.93 ," 2,184.90 ", 2.18 , 2.18 , 218.49 
2020-6-3 17:14, 234.07 , 9.22 , 0.85 ," 1,843.27 ", 1.84 , 1.84 , 184.33 
2020-6-3 17:29, 211.24 , 2.69 , 0.90 , 510.11 , 0.51 , 0.51 , 51.01 
2020-6-3 17:44, 230.12 , 9.67 , 0.90 ," 2,001.13 ", 2.00 , 2.00 , 200.11 
2020-6-3 17:59, 202.15 , 5.78 , 0.86 ," 1,010.42 ", 1.01 , 1.01 , 101.04 
2020-6-3 18:14, 219.40 , 3.58 , 0.91 , 718.05 , 0.72 , 0.72 , 71.81 
2020-6-3 18:29, 215.99 , 8.49 , 0.82 ," 1,507.35 ", 1.51 , 1.51 , 150.74 
2020-6-3 18:44, 202.69 , 2.67 , 0.82 , 444.69 , 0.44 , 0.44 , 44.47 
2020-6-3 18:59, 223.27 , 6.61 , 0.91 ," 1,338.47 ", 1.34 , 1.34 , 133.85 
2020-6-3 19:14, 203.64 , 1.37 , 0.91 , 251.94 , 0.25 , 0.25 , 25.19 
2020-6-3 19:29, 217.50 , 5.52 , 0.83 , 994.25 , 0.99 , 0.99 , 99.42 
2020-6-3 19:44, 204.92 , 1.56 , 0.92 , 293.13 , 0.29 , 0.29 , 29.31 
2020-6-3 19:59, 239.28 , 1.57 , 0.82 , 309.01 , 0.31 , 0.31 , 30.90 
2020-6-3 20:14, 204.97 , 9.30 , 0.91 ," 1,729.86 ", 1.73 , 1.73 , 172.99 
2020-6-3 20:29, 217.10 , 9.93 , 0.80 ," 1,732.17 ", 1.73 , 1.73 , 173.22 
2020-6-3 20:44, 230.25 , 7.37 , 0.90 ," 1,526.56 ", 1.53 , 1.53 , 152.66 
2020-6-3 20:59, 228.23 , 5.44 , 0.93 ," 1,155.79 ", 1.16 , 1.16 , 115.58 
2020-6-3 21:14, 218.09 , 6.59 , 0.90 ," 1,295.08 ", 1.30 , 1.30 , 129.51 
2020-6-3 21:29, 235.51 , 2.99 , 0.82 , 580.63 , 0.58 , 0.58 , 58.06 
2020-6-3 21:44, 223.14 , 9.44 , 0.83 ," 1,753.23 ", 1.75 , 1.75 , 175.32 
2020-6-3 21:59, 207.44 , 2.82 , 0.90 , 523.75 , 0.52 , 0.52 , 52.38 
2020-6-3 22:14, 220.31 , 9.69 , 0.88 ," 1,880.33 ", 1.88 , 1.88 , 188.03 
2020-6-3 22:29, 207.60 , 2.08 , 0.81 , 348.47 , 0.35 , 0.35 , 34.85 
2020-6-3 22:44, 202.26 , 5.14 , 0.84 , 874.19 , 0.87 , 0.87 , 87.42 
2020-6-3 22:59, 214.62 , 1.54 , 0.88 , 291.49 , 0.29 , 0.29 , 29.15 
2020-6-3 23:14, 232.89 , 3.46 , 0.90 , 720.86 , 0.72 , 0.72 , 72.09 
2020-6-3 23:29, 208.93 , 6.92 , 0.89 ," 1,286.72 ", 1.29 , 1.29 , 128.67 
2020-6-3 23:44, 228.43 , 2.14 , 0.80 , 393.33 , 0.39 , 0.39 , 39.33 
2020-6-3 23:59, 210.90 , 8.15 , 0.84 ," 1,448.62 ", 1.45 , 1.45 , 144.86 
2020-6-4 0:14, 226.69 , 6.72 , 0.81 ," 1,239.39 ", 1.24 , 1.24 , 123.94 
2020-6-4 0:29, 227.98 , 8.36 , 0.94 ," 1,798.40 ", 1.80 , 1.80 , 179.84 
2020-6-4 0:44, 203.31 , 2.40 , 0.92 , 446.99 , 0.45 , 0.45 , 44.70 
2020-6-4 0:59, 226.71 , 8.57 , 0.89 ," 1,723.27 ", 1.72 , 1.72 , 172.33 
2020-6-4 1:14, 215.18 , 9.55 , 0.93 ," 1,920.10 ", 1.92 , 1.92 , 192.01 
2020-6-4 1:29, 211.08 , 7.76 , 0.87 ," 1,425.35 ", 1.43 , 1.43 , 142.54 
2020-6-4 1:44, 200.56 , 4.27 , 0.91 , 776.11 , 0.78 , 0.78 , 77.61 
2020-6-4 1:59, 204.22 , 8.87 , 0.84 ," 1,517.75 ", 1.52 , 1.52 , 151.78 
2020-6-4 2:14, 231.81 , 2.85 , 0.88 , 584.63 , 0.58 , 0.58 , 58.46 
2020-6-4 2:29, 236.81 , 4.18 , 0.87 , 860.78 , 0.86 , 0.86 , 86.08 
2020-6-4 2:44, 220.58 , 7.92 , 0.85 ," 1,492.52 ", 1.49 , 1.49 , 149.25 
2020-6-4 2:59, 203.59 , 9.64 , 0.91 ," 1,789.24 ", 1.79 , 1.79 , 178.92 
2020-6-4 3:14, 207.91 , 4.01 , 0.85 , 711.80 , 0.71 , 0.71 , 71.18 
2020-6-4 3:29, 230.26 , 5.71 , 0.90 ," 1,182.19 ", 1.18 , 1.18 , 118.22 
2020-6-4 3:44, 219.68 , 9.00 , 0.86 ," 1,709.37 ", 1.71 , 1.71 , 170.94 
2020-6-4 3:59, 233.06 , 6.12 , 0.82 ," 1,173.70 ", 1.17 , 1.17 , 117.37 
2020-6-4 4:14, 223.69 , 5.63 , 0.92 ," 1,157.94 ", 1.16 , 1.16 , 115.79 
2020-6-4 4:29, 229.94 , 1.15 , 0.82 , 215.92 , 0.22 , 0.22 , 21.59 
2020-6-4 4:44, 211.39 , 4.09 , 0.86 , 740.90 , 0.74 , 0.74 , 74.09 
2020-6-4 4:59, 226.40 , 2.71 , 0.94 , 574.84 , 0.57 , 0.57 , 57.48 
2020-6-4 5:14, 225.10 , 9.59 , 0.83 ," 1,787.90 ", 1.79 , 1.79 , 178.79 
2020-6-4 5:29, 228.42 , 1.47 , 0.92 , 307.67 , 0.31 , 0.31 , 30.77 
2020-6-4 5:44, 221.15 , 1.17 , 0.80 , 207.34 , 0.21 , 0.21 , 20.73 
2020-6-4 5:59, 212.35 , 6.79 , 0.82 ," 1,186.03 ", 1.19 , 1.19 , 118.60 
2020-6-4 6:14, 225.07 , 4.78 , 0.93 ," 1,000.24 ", 1.00 , 1.00 , 100.02 
2020-6-4 6:29, 213.69 , 7.02 , 0.81 ," 1,207.64 ", 1.21 , 1.21 , 120.76 
2020-6-4 6:44, 216.33 , 3.39 , 0.80 , 589.28 , 0.59 , 0.59 , 58.93 
2020-6-4 6:59, 230.25 , 5.01 , 0.93 ," 1,073.79 ", 1.07 , 1.07 , 107.38 
2020-6-4 7:14, 236.33 , 9.04 , 0.86 ," 1,842.28 ", 1.84 , 1.84 , 184.23 
2020-6-4 7:29, 211.63 , 6.15 , 0.81 ," 1,059.13 ", 1.06 , 1.06 , 105.91 
2020-6-4 7:44, 215.09 , 5.47 , 0.84 , 988.67 , 0.99 , 0.99 , 98.87 
2020-6-4 7:59, 230.33 , 3.65 , 0.93 , 782.48 , 0.78 , 0.78 , 78.25 
2020-6-4 8:14, 229.97 , 6.01 , 0.94 ," 1,300.20 ", 1.30 , 1.30 , 130.02 
2020-6-4 8:29, 226.23 , 8.54 , 0.83 ," 1,608.30 ", 1.61 , 1.61 , 160.83 
2020-6-4 8:44, 222.67 , 7.29 , 0.88 ," 1,425.14 ", 1.43 , 1.43 , 142.51 
2020-6-4 8:59, 208.63 , 4.92 , 0.85 , 872.68 , 0.87 , 0.87 , 87.27 
2020-6-4 9:14, 216.28 , 9.27 , 0.85 ," 1,713.30 ", 1.71 , 1.71 , 171.33 
2020-6-4 9:29, 220.87 , 7.78 , 0.80 ," 1,377.49 ", 1.38 , 1.38 , 137.75 
2020-6-4 9:44, 239.65 , 7.97 , 0.81 ," 1,552.09 ", 1.55 , 1.55 , 155.21 
2020-6-4 9:59, 221.43 , 7.66 , 0.94 ," 1,591.15 ", 1.59 , 1.59 , 159.12 
2020-6-4 10:14, 233.05 , 3.47 , 0.91 , 736.41 , 0.74 , 0.74 , 73.64 
2020-6-4 10:29, 223.35 , 2.86 , 0.81 , 515.78 , 0.52 , 0.52 , 51.58 
2020-6-4 10:44, 219.10 , 2.58 , 0.83 , 468.64 , 0.47 , 0.47 , 46.86 
2020-6-4 10:59, 236.53 , 5.89 , 0.84 ," 1,176.68 ", 1.18 , 1.18 , 117.67 
2020-6-4 11:14, 235.06 , 9.15 , 0.90 ," 1,939.75 ", 1.94 , 1.94 , 193.98 
2020-6-4 11:29, 211.68 , 7.21 , 0.81 ," 1,243.08 ", 1.24 , 1.24 , 124.31 
2020-6-4 11:44, 211.77 , 8.41 , 0.84 ," 1,493.65 ", 1.49 , 1.49 , 149.37 
2020-6-4 11:59, 231.59 , 6.92 , 0.82 ," 1,321.79 ", 1.32 , 1.32 , 132.18 
2020-6-4 12:14, 210.92 , 8.36 , 0.91 ," 1,599.55 ", 1.60 , 1.60 , 159.95 
2020-6-4 12:29, 236.48 , 3.76 , 0.89 , 790.55 , 0.79 , 0.79 , 79.06 
2020-6-4 12:44, 212.78 , 3.15 , 0.84 , 562.91 , 0.56 , 0.56 , 56.29 
2020-6-4 12:59, 224.43 , 6.65 , 0.90 ," 1,345.54 ", 1.35 , 1.35 , 134.55 
2020-6-4 13:14, 230.69 , 5.17 , 0.86 ," 1,027.12 ", 1.03 , 1.03 , 102.71 
2020-6-4 13:29, 217.98 , 1.71 , 0.82 , 304.79 , 0.30 , 0.30 , 30.48 
2020-6-4 13:44, 227.76 , 7.10 , 0.87 ," 1,401.27 ", 1.40 , 1.40 , 140.13 
2020-6-4 13:59, 210.56 , 2.83 , 0.83 , 494.81 , 0.49 , 0.49 , 49.48 
2020-6-4 14:14, 234.02 , 5.28 , 0.92 ," 1,140.97 ", 1.14 , 1.14 , 114.10 
2020-6-4 14:29, 201.19 , 1.29 , 0.82 , 213.39 , 0.21 , 0.21 , 21.34 
2020-6-4 14:44, 210.63 , 7.79 , 0.83 ," 1,361.29 ", 1.36 , 1.36 , 136.13 
2020-6-4 14:59, 207.84 , 2.73 , 0.83 , 471.72 , 0.47 , 0.47 , 47.17 
2020-6-4 15:14, 203.13 , 3.81 , 0.83 , 642.70 , 0.64 , 0.64 , 64.27 
2020-6-4 15:29, 207.33 , 4.81 , 0.89 , 889.40 , 0.89 , 0.89 , 88.94 
2020-6-4 15:44, 204.08 , 5.36 , 0.81 , 881.38 , 0.88 , 0.88 , 88.14 
2020-6-4 15:59, 234.63 , 5.84 , 0.86 ," 1,180.20 ", 1.18 , 1.18 , 118.02 
2020-6-4 16:14, 221.52 , 5.21 , 0.89 ," 1,027.98 ", 1.03 , 1.03 , 102.80 
2020-6-4 16:29, 222.51 , 5.36 , 0.80 , 956.00 , 0.96 , 0.96 , 95.60 
2020-6-4 16:44, 203.97 , 3.38 , 0.90 , 617.47 , 0.62 , 0.62 , 61.75 
2020-6-4 16:59, 213.05 , 5.37 , 0.87 , 992.94 , 0.99 , 0.99 , 99.29 
2020-6-4 17:14, 229.50 , 6.46 , 0.88 ," 1,310.81 ", 1.31 , 1.31 , 131.08 
2020-6-4 17:29, 227.41 , 8.30 , 0.92 ," 1,737.88 ", 1.74 , 1.74 , 173.79 
2020-6-4 17:44, 204.07 , 3.92 , 0.93 , 744.54 , 0.74 , 0.74 , 74.45 
2020-6-4 17:59, 220.59 , 2.56 , 0.90 , 508.20 , 0.51 , 0.51 , 50.82 
2020-6-4 18:14, 202.31 , 2.57 , 0.87 , 453.62 , 0.45 , 0.45 , 45.36 
2020-6-4 18:29, 214.48 , 2.81 , 0.81 , 487.68 , 0.49 , 0.49 , 48.77 
2020-6-4 18:44, 201.79 , 9.30 , 0.84 ," 1,571.91 ", 1.57 , 1.57 , 157.19 
2020-6-4 18:59, 219.14 , 4.21 , 0.87 , 802.99 , 0.80 , 0.80 , 80.30 
2020-6-4 19:14, 230.53 , 4.72 , 0.89 , 966.63 , 0.97 , 0.97 , 96.66 
2020-6-4 19:29, 212.29 , 7.85 , 0.86 ," 1,433.09 ", 1.43 , 1.43 , 143.31 
2020-6-4 19:44, 217.75 , 4.45 , 0.93 , 900.79 , 0.90 , 0.90 , 90.08 
2020-6-4 19:59, 226.96 , 8.99 , 0.81 ," 1,660.42 ", 1.66 , 1.66 , 166.04 
2020-6-4 20:14, 218.37 , 6.54 , 0.93 ," 1,330.95 ", 1.33 , 1.33 , 133.10 
2020-6-4 20:29, 238.17 , 7.35 , 0.87 ," 1,522.68 ", 1.52 , 1.52 , 152.27 
2020-6-4 20:44, 229.45 , 1.83 , 0.82 , 346.67 , 0.35 , 0.35 , 34.67 
2020-6-4 20:59, 200.37 , 9.04 , 0.88 ," 1,603.17 ", 1.60 , 1.60 , 160.32 
2020-6-4 21:14, 226.81 , 2.68 , 0.87 , 528.12 , 0.53 , 0.53 , 52.81 
2020-6-4 21:29, 222.34 , 1.55 , 0.81 , 281.34 , 0.28 , 0.28 , 28.13 
2020-6-4 21:44, 223.66 , 9.85 , 0.82 ," 1,814.29 ", 1.81 , 1.81 , 181.43 
2020-6-4 21:59, 208.15 , 5.26 , 0.85 , 930.25 , 0.93 , 0.93 , 93.03 
2020-6-4 22:14, 234.61 , 8.08 , 0.94 ," 1,782.32 ", 1.78 , 1.78 , 178.23 
2020-6-4 22:29, 218.19 , 5.62 , 0.87 ," 1,064.42 ", 1.06 , 1.06 , 106.44 
2020-6-4 22:44, 229.95 , 1.67 , 0.82 , 315.63 , 0.32 , 0.32 , 31.56 
2020-6-4 22:59, 228.26 , 8.07 , 0.86 ," 1,575.94 ", 1.58 , 1.58 , 157.59 
2020-6-4 23:14, 236.51 , 9.36 , 0.81 ," 1,790.38 ", 1.79 , 1.79 , 179.04 
2020-6-4 23:29, 204.33 , 1.17 , 0.81 , 192.46 , 0.19 , 0.19 , 19.25 
2020-6-4 23:44, 228.52 , 3.52 , 0.87 , 696.00 , 0.70 , 0.70 , 69.60 
2020-6-4 23:59, 209.33 , 7.32 , 0.84 ," 1,284.43 ", 1.28 , 1.28 , 128.44 
2020-6-5 0:14, 202.73 , 6.44 , 0.82 ," 1,072.03 ", 1.07 , 1.07 , 107.20 
2020-6-5 0:29, 200.32 , 5.01 , 0.84 , 848.42 , 0.85 , 0.85 , 84.84 
2020-6-5 0:44, 226.81 , 3.70 , 0.93 , 778.86 , 0.78 , 0.78 , 77.89 
2020-6-5 0:59, 235.95 , 6.67 , 0.83 ," 1,298.07 ", 1.30 , 1.30 , 129.81 
2020-6-5 1:14, 231.39 , 9.04 , 0.81 ," 1,690.87 ", 1.69 , 1.69 , 169.09 
2020-6-5 1:29, 223.11 , 1.67 , 0.83 , 309.62 , 0.31 , 0.31 , 30.96 
2020-6-5 1:44, 230.05 , 7.48 , 0.84 ," 1,442.46 ", 1.44 , 1.44 , 144.25 
2020-6-5 1:59, 222.65 , 8.87 , 0.93 ," 1,845.48 ", 1.85 , 1.85 , 184.55 
2020-6-5 2:14, 227.30 , 4.51 , 0.86 , 882.33 , 0.88 , 0.88 , 88.23 
2020-6-5 2:29, 219.70 , 6.63 , 0.92 ," 1,333.36 ", 1.33 , 1.33 , 133.34 
2020-6-5 2:44, 239.80 , 8.80 , 0.95 ," 1,994.58 ", 1.99 , 1.99 , 199.46 
2020-6-5 2:59, 233.35 , 8.46 , 0.88 ," 1,736.64 ", 1.74 , 1.74 , 173.66 
2020-6-5 3:14, 227.87 , 6.37 , 0.85 ," 1,229.59 ", 1.23 , 1.23 , 122.96 
2020-6-5 3:29, 227.56 , 7.32 , 0.93 ," 1,541.98 ", 1.54 , 1.54 , 154.20 
2020-6-5 3:44, 231.29 , 9.65 , 0.91 ," 2,023.44 ", 2.02 , 2.02 , 202.34 
2020-6-5 3:59, 235.99 , 7.60 , 0.87 ," 1,566.26 ", 1.57 , 1.57 , 156.63 
2020-6-5 4:14, 213.25 , 5.09 , 0.83 , 904.00 , 0.90 , 0.90 , 90.40 
2020-6-5 4:29, 211.71 , 7.33 , 0.88 ," 1,367.15 ", 1.37 , 1.37 , 136.72 
2020-6-5 4:44, 217.76 , 7.56 , 0.93 ," 1,534.90 ", 1.53 , 1.53 , 153.49 
2020-6-5 4:59, 236.12 , 9.15 , 0.88 ," 1,891.69 ", 1.89 , 1.89 , 189.17 
2020-6-5 5:14, 209.13 , 5.47 , 0.84 , 964.15 , 0.96 , 0.96 , 96.41 
2020-6-5 5:29, 212.81 , 2.10 , 0.93 , 416.16 , 0.42 , 0.42 , 41.62 
2020-6-5 5:44, 234.73 , 9.18 , 0.88 ," 1,903.27 ", 1.90 , 1.90 , 190.33 
2020-6-5 5:59, 235.40 , 9.30 , 0.86 ," 1,874.23 ", 1.87 , 1.87 , 187.42 
2020-6-5 6:14, 204.00 , 8.99 , 0.90 ," 1,652.90 ", 1.65 , 1.65 , 165.29 
2020-6-5 6:29, 220.86 , 1.24 , 0.92 , 251.58 , 0.25 , 0.25 , 25.16 
2020-6-5 6:44, 206.69 , 6.52 , 0.82 ," 1,100.70 ", 1.10 , 1.10 , 110.07 
2020-6-5 6:59, 223.72 , 7.99 , 0.82 ," 1,466.13 ", 1.47 , 1.47 , 146.61 
2020-6-5 7:14, 225.41 , 8.91 , 0.95 ," 1,900.00 ", 1.90 , 1.90 , 190.00 
2020-6-5 7:29, 213.10 , 5.46 , 0.84 , 975.69 , 0.98 , 0.98 , 97.57 
2020-6-5 7:44, 216.54 , 6.99 , 0.92 ," 1,384.72 ", 1.38 , 1.38 , 138.47 
2020-6-5 7:59, 222.60 , 7.61 , 0.87 ," 1,481.82 ", 1.48 , 1.48 , 148.18 
2020-6-5 8:14, 218.59 , 3.99 , 0.91 , 790.37 , 0.79 , 0.79 , 79.04 
2020-6-5 8:29, 234.80 , 2.67 , 0.88 , 555.38 , 0.56 , 0.56 , 55.54 
2020-6-5 8:44, 205.38 , 6.58 , 0.85 ," 1,148.05 ", 1.15 , 1.15 , 114.81 
2020-6-5 8:59, 205.89 , 3.75 , 0.85 , 655.87 , 0.66 , 0.66 , 65.59 
2020-6-5 9:14, 226.16 , 6.72 , 0.86 ," 1,300.03 ", 1.30 , 1.30 , 130.00 
2020-6-5 9:29, 221.43 , 2.76 , 0.92 , 564.27 , 0.56 , 0.56 , 56.43 
2020-6-5 9:44, 212.79 , 3.29 , 0.94 , 661.10 , 0.66 , 0.66 , 66.11 
2020-6-5 9:59, 202.65 , 4.43 , 0.84 , 754.10 , 0.75 , 0.75 , 75.41 
2020-6-5 10:14, 207.75 , 8.97 , 0.88 ," 1,631.21 ", 1.63 , 1.63 , 163.12 
2020-6-5 10:29, 208.12 , 4.51 , 0.86 , 808.71 , 0.81 , 0.81 , 80.87 
2020-6-5 10:44, 227.23 , 9.61 , 0.82 ," 1,794.75 ", 1.79 , 1.79 , 179.48 
2020-6-5 10:59, 226.32 , 2.24 , 0.88 , 444.94 , 0.44 , 0.44 , 44.49 
2020-6-5 11:14, 235.08 , 1.65 , 0.95 , 366.38 , 0.37 , 0.37 , 36.64 
2020-6-5 11:29, 219.52 , 3.81 , 0.91 , 759.69 , 0.76 , 0.76 , 75.97 
2020-6-5 11:44, 218.95 , 9.21 , 0.81 ," 1,631.82 ", 1.63 , 1.63 , 163.18 
2020-6-5 11:59, 238.28 , 1.23 , 0.91 , 268.23 , 0.27 , 0.27 , 26.82 
2020-6-5 12:14, 201.83 , 7.78 , 0.85 ," 1,334.01 ", 1.33 , 1.33 , 133.40 
2020-6-5 12:29, 222.19 , 4.01 , 0.95 , 844.19 , 0.84 , 0.84 , 84.42 
2020-6-5 12:44, 209.21 , 6.82 , 0.80 ," 1,141.91 ", 1.14 , 1.14 , 114.19 
2020-6-5 12:59, 225.84 , 1.19 , 0.89 , 240.50 , 0.24 , 0.24 , 24.05 
2020-6-5 13:14, 222.40 , 8.97 , 0.90 ," 1,800.33 ", 1.80 , 1.80 , 180.03 
2020-6-5 13:29, 232.98 , 4.62 , 0.87 , 931.91 , 0.93 , 0.93 , 93.19 
2020-6-5 13:44, 218.71 , 6.76 , 0.86 ," 1,267.96 ", 1.27 , 1.27 , 126.80 
2020-6-5 13:59, 202.89 , 5.91 , 0.85 ," 1,014.82 ", 1.01 , 1.01 , 101.48 
2020-6-5 14:14, 229.43 , 4.38 , 0.87 , 878.41 , 0.88 , 0.88 , 87.84 
2020-6-5 14:29, 203.83 , 6.38 , 0.86 ," 1,120.56 ", 1.12 , 1.12 , 112.06 
2020-6-5 14:44, 237.14 , 7.26 , 0.89 ," 1,535.19 ", 1.54 , 1.54 , 153.52 
2020-6-5 14:59, 202.02 , 5.91 , 0.85 ," 1,018.88 ", 1.02 , 1.02 , 101.89 
2020-6-5 15:14, 234.62 , 1.80 , 0.93 , 392.97 , 0.39 , 0.39 , 39.30 
2020-6-5 15:29, 209.00 , 4.01 , 0.93 , 778.56 , 0.78 , 0.78 , 77.86 
2020-6-5 15:44, 236.03 , 8.71 , 0.86 ," 1,776.41 ", 1.78 , 1.78 , 177.64 
2020-6-5 15:59, 216.85 , 3.18 , 0.89 , 613.54 , 0.61 , 0.61 , 61.35 
2020-6-5 16:14, 226.37 , 4.14 , 0.87 , 810.36 , 0.81 , 0.81 , 81.04 
2020-6-5 16:29, 224.42 , 6.53 , 0.90 ," 1,312.18 ", 1.31 , 1.31 , 131.22 
2020-6-5 16:44, 218.77 , 5.08 , 0.80 , 890.01 , 0.89 , 0.89 , 89.00 
2020-6-5 16:59, 212.70 , 5.66 , 0.82 , 992.18 , 0.99 , 0.99 , 99.22 
2020-6-5 17:14, 218.20 , 7.58 , 0.89 ," 1,474.52 ", 1.47 , 1.47 , 147.45 
2020-6-5 17:29, 221.46 , 8.72 , 0.92 ," 1,775.30 ", 1.78 , 1.78 , 177.53 
2020-6-5 17:44, 220.67 , 7.14 , 0.95 ," 1,493.94 ", 1.49 , 1.49 , 149.39 
2020-6-5 17:59, 203.62 , 7.50 , 0.82 ," 1,245.99 ", 1.25 , 1.25 , 124.60 
2020-6-5 18:14, 200.68 , 6.94 , 0.91 ," 1,273.88 ", 1.27 , 1.27 , 127.39 
2020-6-5 18:29, 229.77 , 6.34 , 0.95 ," 1,379.45 ", 1.38 , 1.38 , 137.94 
2020-6-5 18:44, 231.64 , 6.33 , 0.91 ," 1,340.18 ", 1.34 , 1.34 , 134.02 
2020-6-5 18:59, 229.31 , 4.75 , 0.85 , 925.36 , 0.93 , 0.93 , 92.54 
2020-6-5 19:14, 221.18 , 8.02 , 0.81 ," 1,433.40 ", 1.43 , 1.43 , 143.34 
2020-6-5 19:29, 219.21 , 4.50 , 0.83 , 818.00 , 0.82 , 0.82 , 81.80 
2020-6-5 19:44, 221.71 , 9.89 , 0.82 ," 1,799.07 ", 1.80 , 1.80 , 179.91 
2020-6-5 19:59, 217.82 , 4.29 , 0.84 , 784.69 , 0.78 , 0.78 , 78.47 
2020-6-5 20:14, 201.03 , 4.40 , 0.95 , 838.36 , 0.84 , 0.84 , 83.84 
2020-6-5 20:29, 203.57 , 3.29 , 0.83 , 554.53 , 0.55 , 0.55 , 55.45 
2020-6-5 20:44, 210.02 , 4.21 , 0.85 , 750.89 , 0.75 , 0.75 , 75.09 
2020-6-5 20:59, 224.51 , 4.50 , 0.92 , 934.31 , 0.93 , 0.93 , 93.43 
2020-6-5 21:14, 212.36 , 7.08 , 0.83 ," 1,247.53 ", 1.25 , 1.25 , 124.75 
2020-6-5 21:29, 227.72 , 9.71 , 0.82 ," 1,821.45 ", 1.82 , 1.82 , 182.15 
2020-6-5 21:44, 233.21 , 8.76 , 0.87 ," 1,766.99 ", 1.77 , 1.77 , 176.70 
2020-6-5 21:59, 228.70 , 5.21 , 0.87 ," 1,042.50 ", 1.04 , 1.04 , 104.25 
2020-6-5 22:14, 220.17 , 3.61 , 0.93 , 736.66 , 0.74 , 0.74 , 73.67 
2020-6-5 22:29, 224.70 , 7.05 , 0.94 ," 1,483.31 ", 1.48 , 1.48 , 148.33 
2020-6-5 22:44, 204.76 , 5.48 , 0.87 , 976.35 , 0.98 , 0.98 , 97.63 
2020-6-5 22:59, 221.95 , 7.81 , 0.84 ," 1,453.06 ", 1.45 , 1.45 , 145.31 
2020-6-5 23:14, 210.81 , 5.46 , 0.84 , 963.62 , 0.96 , 0.96 , 96.36 
2020-6-5 23:29, 209.90 , 3.51 , 0.88 , 644.52 , 0.64 , 0.64 , 64.45 
2020-6-5 23:44, 210.28 , 2.61 , 0.82 , 451.41 , 0.45 , 0.45 , 45.14 
2020-6-5 23:59, 202.11 , 1.33 , 0.92 , 247.81 , 0.25 , 0.25 , 24.78 
2020-6-6 0:14, 226.46 , 4.03 , 0.86 , 784.05 , 0.78 , 0.78 , 78.41 
2020-6-6 0:29, 235.58 , 4.95 , 0.85 , 996.08 , 1.00 , 1.00 , 99.61 
2020-6-6 0:44, 204.22 , 6.13 , 0.86 ," 1,072.92 ", 1.07 , 1.07 , 107.29 
2020-6-6 0:59, 213.98 , 9.77 , 0.88 ," 1,835.82 ", 1.84 , 1.84 , 183.58 
2020-6-6 1:14, 206.95 , 7.84 , 0.83 ," 1,348.76 ", 1.35 , 1.35 , 134.88 
2020-6-6 1:29, 208.02 , 6.39 , 0.86 ," 1,149.49 ", 1.15 , 1.15 , 114.95 
2020-6-6 1:44, 208.34 , 3.78 , 0.81 , 636.70 , 0.64 , 0.64 , 63.67 
2020-6-6 1:59, 208.93 , 5.40 , 0.87 , 980.99 , 0.98 , 0.98 , 98.10 
2020-6-6 2:14, 208.12 , 4.03 , 0.82 , 689.00 , 0.69 , 0.69 , 68.90 
2020-6-6 2:29, 223.81 , 1.57 , 0.90 , 315.14 , 0.32 , 0.32 , 31.51 
2020-6-6 2:44, 218.56 , 3.13 , 0.88 , 602.38 , 0.60 , 0.60 , 60.24 
2020-6-6 2:59, 232.01 , 4.50 , 0.83 , 868.31 , 0.87 , 0.87 , 86.83 
2020-6-6 3:14, 231.53 , 3.76 , 0.82 , 716.08 , 0.72 , 0.72 , 71.61 
2020-6-6 3:29, 232.05 , 7.89 , 0.95 ," 1,731.87 ", 1.73 , 1.73 , 173.19 
2020-6-6 3:44, 207.16 , 7.70 , 0.86 ," 1,367.53 ", 1.37 , 1.37 , 136.75 
2020-6-6 3:59, 204.86 , 2.23 , 0.89 , 406.22 , 0.41 , 0.41 , 40.62 
2020-6-6 4:14, 229.48 , 1.52 , 0.92 , 322.29 , 0.32 , 0.32 , 32.23 
2020-6-6 4:29, 211.99 , 3.16 , 0.88 , 592.69 , 0.59 , 0.59 , 59.27 
2020-6-6 4:44, 211.41 , 6.39 , 0.83 ," 1,118.18 ", 1.12 , 1.12 , 111.82 
2020-6-6 4:59, 215.49 , 3.99 , 0.86 , 740.31 , 0.74 , 0.74 , 74.03 
2020-6-6 5:14, 221.99 , 2.93 , 0.80 , 522.12 , 0.52 , 0.52 , 52.21 
2020-6-6 5:29, 212.47 , 4.49 , 0.84 , 805.25 , 0.81 , 0.81 , 80.53 
2020-6-6 5:44, 226.39 , 8.45 , 0.81 ," 1,540.93 ", 1.54 , 1.54 , 154.09 
